,아이디,댓글 내용,댓글 시간
293,  김동현,"항상 감사합니다! 좋은 시퀀스 늘 연습하고있습니다! 동작을 행하는 중에 14:25부분에서 왼쪽 어깨로 고개가 돌아갈 때 어깨, 승모근, 턱, 오른쪽 안면이 전체적으로 통증이 있습니다. 그리고 평소에 수면중에 심한 두통으로 잠에서 깰 때가 있습니다. 그런데 두통과 함께 이 동작을 행할때 아픈 근육들이 같이 아픈데 원인을 알 수 있을까요?",2년 전
294,  고양이는야옹,아... 며칠간 뻐근하던 목이 한결 편해지네요. 진작 영상으로 풀어줬어야 하는데 역시.. 요가소년님. 감사합니다. 온김에 명상시퀀시까지 하고 가요~,3년 전
295,  J,등 날개뼈 하고 이거 하닌까 거즘 다 풀렸어요 죽다 살아난 기분이예요,3년 전
296,  Karen Kim,설명 정확해서 따라하기  너무 편합니다.  삼년동안 일주일에 5시간하다가 일년반 쉬고 다시하는기분이 아주좋읍니다. 자주이용할겁니다  감사합니다. 뉴욕에서,2년 전
297,  유냐롱,"항상 너무너무 감사한 마음으로 수련을 하고 있습니다. 감사합니다!다른 수련을 할 때, 라운드 숄더로 인해 어떠한 동작을 따라했을 경우(주로 등 뒤에서 양 손 맞잡기 등) 어깨 앞쪽에 통증이 생기더라구요혹시 라운드 숄더를 완화시켜줄 수 있는 영상이나 이런 게 있을까요?",1년 전
298,  연세화이트산타치과,"요가 5일째인데, 앞으로 많이 공부하겠습니다 ~~",3년 전
299,  꿈을 꾸고 이루다,지인이 어깨 결림이 있다해서 공유하면서저도 오늘은 이것으로 시작했어요.늘 감사합니다. 엥나!!,1년 전
300,  이안나,늘 컴퓨터보고 일하고 스트레스땜에 목 어깨가 아파서 힘들었는데  요가  따라하고부터 목통증이 많이 좋아졌답니다하루2번 꾸준히 하고 있어요감사합니다,1년 전
301,  ᄋ삐삐,와 정말 시원하네요 ㅠㅠ 근데 숨소리는 일부러 넣으시는 건지..?,4년 전
302,  BB CH,요가소년님 정말 감사합니다ㅠ♡,2주 전
303,  몰리,추천받아서 구독하고 잘때 명상만 듣다가 처음으로 요가 시작해봅니다~ 목소리 너무 좋으세요!좋은 영상 감사드립니다~~22.08.11 ️,3개월 전
304,  김은지,목이랑 어깨가 너무 아팠는데 정말 시원하고 안아파요! 신기해요 ㅎㅎ,2년 전
305,"  아는여자,Woman U know",어깨통증이 조금 줄어들었고 어깨가 펴진 느낌이에요!  감사합니다 요가소년님   나마스떼,2년 전
306,  연세화이트산타치과,"왼쪽 어깨 통증이 있었는 데, 요가 따라서 해 보니, 어깨 통증이 많이 좋아졌습니다 ~~",3년 전
307,  Juyeong Kim,"열심히 따라하는 중입니다. 그런데 따라하다보면 화면을 계속 응시하면서 볼 수 없는 노릇인데 대각선, 사선방향이라는 말이 조금 이해가 어렵네요. 깍지 낀 손을 바꾸라는 말도 무슨 말인지 모르겠어서 당황해서 계속 돌려보게 됩니다. 설명이 좀 더 자세해지면 더 좋을 듯. 합니다! 감사합니다!",4년 전
308,  이베리,따라하고나니 훨씬 편안해졌어요.감사합니다,1년 전
309,  JAZZABLE -,목어깨 뻐근할때마다 하고있습니다. 감사합니다!,1년 전
310,  신몌,유용한 시퀀스 공유해주셔서 정말감사합니다,2년 전
311,  김정희,업무후  처음  따라해본  이 동작들  불편했던 부위들이  자극 받은듯 합니다   감사합니다,2년 전
312,  은송부부의 웰빙톡톡,아침시작을어깨소년과 함께 오늘도 행복한 하루를기대합니다여러분과 함께,2년 전
313,  S.H,목소리가 너무편안해요,4년 전
314,  ab c,"어깨, 등이 많이 뭉친것같아 따라해봤습니다~  13 :24에 왼쪽은 시원하게 넘어가는데요, 오른쪽 팔이 뒤로 넘어갈때 아프고 뻣뻣합니다ㅜㅜ 요즘 팔목이 저린데 추천동작 부탁드립니다~  그리고 항상 편안한 마음으로 좋은 시간 보내게 도와주셔서 감사합니다:) 티비에 방영해주실때도 종종 멈춰서 엄마랑 합니다~^^ 더 많은 사람들이 남녀노소 안가리고 요가소년 채널알았으면 좋겠어요~",1년 전
315,  Y,목어깨통증으로 몇년동안 고생중이라 동영상찾아보다가 요가소년님 영상보고 몇번 따라하다가 지난 일주일간 아침저녁 10-20분 정도 통증완화동작들과 쉬운동작위주로 하다보니 좀 도움이 되었습니다. 구독하고 자세히 살펴보니 월챌린지도 있고 영상이 다양하네요. 앞으로 꾸준히 해보려구요!!!   그나저나....사시는 곳이 미국인거 같네요.. 저도 미국이라 왠지 친근한 ^^,2년 전
316,  주젠둥,매일 하고 있어요. 어깨 통증 진짜 많이 줄었어요,2년 전
317,  눌눌쓰,안녕하세요 요가소년님. 좋은 영상 만들어주셔서 너무 감사합니다. 궁금한게 있는데 제가 운동하다 오른쪽 어깨 인대를 다친지 1~2년정도 되었습니다ㅜ 수술할 정도의 심각한 부상은 아니라 몇달 꾸준히 약침 맞으며 물리치료받고 많이 좋아졌는데 13:01 이 동작 할때 다친 어깨가 너무 아프고 뻣뻣해서 10시방향까지밖에 팔이 안 올라가는데 꾸준히 하다보면 좋아지나요?ㅠㅠ,2년 전
318,  김수현,어제이어 오늘 도 따라하고있어요 만년어깨통증 목통증으로 하루하루 고통스러웠는데 어제 저녁하고나서 아침에 일어났는데 정말 개운합니다 조금전에도 따라했는데   넘 좋아요  앞으로 계속 따라할거 같아요 감사합니다^^,2년 전
319,  독일 노아맘 Noah Mom in Germany,"요가소년님, 오늘은 저녁요가를 했어요. 너무 쉬원한 느낌...내일도 또 하려고요. 독일에서도 늘 감사로 응원합니다.",1년 전
320,  김미리,처음 알게되어  왔어요참  친절하고  편하게안내해주셔서  감사합니다 도움 받을께요,2년 전
321,  Usana이은주,뻐근한 몸들이 풀려서 숙면할듯요~감사합니다~!70대 엄마랑 같이 즐겁게 했습니다~~~,1년 전
322,  신풍,이 영상만 따라하면 목담온거 풀려서 또왔어요..ㅎㅎ재작년에 봤었는데 감사합니다,1년 전
323,  레몬민트,엎드려서 한쪽팔 뻗고 반대쪽 다리 넘기는 자세 짱이에요.. 완전 시원해요 마약 자세에요ㅠㅠ,1년 전
324,  명탐정 코난,감사합니다! 오늘은 오랜만에 이 시퀀스로 아침을 상쾌하게 맞이합니다.,1년 전
325,  gg kim,동영상 강좌 잘 들었습니다. 덕분에 마음도 정리되고 목 관절도 훨씬 부드러워졌어요ㅣ 다음에 돈 벌면 꼭 동네 요가원도 등록해볼려고요. 감사합니당,1년 전
326,  Ahhyun Ryu,오.. 마치 목이 기린 목이 된듯한 기분이 들어요!! 제 학창시절 국민체조에서의 목돌리기는 목돌리기가 아니였던걸로..   진짜 시원하네요~~ㅎㅎ! 최고!,1년 전
327,  Miho Chu,"거북목과 핸드폰 사용때문에 어깨랑 목이 항상 아픈데, 이 영상 알게돼서 너무 좋습니다!",1년 전
328,  제제,좋은 영상 정말 감사합니다 ^_^,3년 전
329,  woominhye,유튜브에서 댓글 처음 남기는데 아침마다 따라해요 정말 쉬원합니다 뭉쳤을때 지금 세번째 봅니다. 도움많이 받았습니다 감사합니다^^,2년 전
330,  Tinyt,방금 처음했는데 효과가있어요!! 감사합니다 ~~~,1년 전
331,  One and Only,"요가소년 님,  좋은 영상 감사합니다! 아침 15분 요가랑 이 영상 따라하면 무릎이 너무 아파요.. 요가를 하는 동안은 귀로만 듣는 편이라 테이블 포즈에서 발끝을 세워서 그랬던 것 같아요. 두 영상 모두 팔을 반대쪽으로 뻗을 때 '손바닥이 아래로'도 같이 말씀해 주시면 더 좋을 것 같습니당:)",3년 전
332,  이다달,엄청난 운동부족이라 그런지 이틀차에 팔에 경미한 근육통이있네요;; ㅜㅜ 엄청나게 심각한 상태라고 생각하고 꾸준히 하겠습니다 목어깨가 너무 시원해요 ㅠㅠㅠ,1년 전
333,  How To Love Life Today,다리 저려서 영상 따라했는데 저림 사라졌어요 너무 감사합니다 ㅠㅠ,2개월 전
334,  khl,마음도 편안해집니다고맙습니다,2년 전
335,  변유정,요즘 아침마다하면서 생각도 긍정적으로 바뀌고 무기력했던 일상에 새로운 변화가 생긴것 같아서 매일이 기다려져요 감사합니다.,2년 전
336,  단무지,항상 잘 보고 있는 구독자입니다! 도수치료를 오랜기간 받다가 혼자 집에서 매트깔고 홈트로 교정중인 학생이에요 ! 오다리 및 전체적인 하체 ~척추 체형 교정하는 40-1시간짜리 시퀀스  정말 너무 너무 필요한데 혹시 부탁드려도 될까요?! 감사합니다 목소리 너무! 좋아요,3년 전
337,  단비강아지까만코,일어나서 물 한 잔 마시고 이 영상 했는데요 목이랑 어깨 등까지 시원하게 풀리는 기분이 진짜 좋네요 이따 저녁에도 저기전에 한 번 더 하고 싶어졌어요,1년 전(수정됨)
338,  이경운,목을 상하좌우 움직일 때마다 통증이 느껴져서 찾아보고 두 번 따라하니 한결 부드럽습니다.고맙습니다~^^,1년 전
339,  루,거북목 심해서 따라해봤는데 짱 시원해요 인간목 될 수 있을 거 같아요,1년 전
340,  강바다,오늘도 감사합니다  요가소년  최고!좋은날되세요,1년 전
341,  하늘에뜬별,"나마스떼♡♡♡갑자기 어깨, 허리에 통증이 있어 급변경해서 수련했습니다. 시원하니 좋으네요~^^2020.05.28.",2년 전
342,  가상화폐와 투자첫걸음 - LEADER M,효과 정말 좋습니다.,10개월 전
343,  정수영,아침에 요가 20분 하고 따뜻한 차 마시면 딱입니다. 좋은 영상 감사합니다.,3년 전
344,  부엉ㅇ이,요가원다니면서 한달째 요가를 접하고 있습니다. 오롯이 나한테만 집중할 서 있는 소중한 시간입이다.이 계기로 유투브 검색하다 요가소년님 체널 구독하게 되었습니다. 평소 어깨 통증이 있어 올려 주신 이 시퀀스 열심히 하고 있습니다. 감사합니다^^,2년 전
345,  캐캐체처돌박이,와우... 웜래 뒤로 손잡는거 잘 안됐는데 스트레칭 하고하니까 훨씬 잘되네요 좋은스트레칭 알려주셔서감사합니다,2년 전
346,  난다뚜이,한달 했는데 목.어깨가 좋아졌어요.영상이 짧고 너무 힘들지않아서 꾸준히 할수 있었어요.감사요,3년 전
347,  sang sik yun,"요가소년~ 시퀀스도 물론 좋았지만,, 속도가 너무 좋습니다~ 너무 빠르지도,, 느리지도 않코~ 딱 좋네요~!! 감사합니다~!!",2년 전
348,  도래냥생,오 한번했는데도 확실히 편안해졌어요 좋아요 ㅎㅎ,3년 전
349,  j,매 번 아프면 꼭 이 영상을 찿네요.늘 고맙습니다  고맙습니다  선생님 ~^^!!!!!  오늘의 이 감사함이 선생님께 닿았으면 좋겠어요. 늘 감사한 마음도 함께 올립니다. 감사합니다  선생님^~^!!!!!!!!!!!!!!,6개월 전
350,  Sung hoon Oh,어깨가 아파서 하루종일 짜증폭발이었는테 한결 편해졌습니다.정말 감사합니다.,2년 전
351,  파우치랑,"안녕하세요. 이 통증완화 영상보고 많은 도움 받고있는 사람입니다. 다른게 아니라 제가 거북목으로 인해서 목, 어깨, 등, 허리까지 아프고 이젠 손도 저리기까지 하거든요.  전체적으로 스트레칭하면서 30분정도분량(제가 아직 초보로 1시간은 힘들더라구요) 정도의 동영상을 추천해 주시거나 찍어주실 수 있나요?",3년 전
352,  신칸타빌레,목이랑 어깨한게 머리까지 뻐근해서 요가했는데 한결 시원해졌어요감사합니다꾸준히 해서 거북목도 탈출하고 싶네요ㅎ,2년 전
353,  chuchuchu,너무 좋은 영상이에요. 아침에 한 번 일끝나고 집에와서 한 번하구 자려구요. 감사합니다!,1년 전
354,  김경민,간만에 목어깨 시퀀스 했습니다 요가소년님 감사합니다,2년 전
355,  밝은스마일,이거 해보니깐 아주 좋습니다.감사합니다^^,2년 전
356,  재경,진짜너무 좋아요ㅠㅠ,3년 전
357,  V,요가소년님! 저는 근육이 자주 뭉쳐서 힘든 사람입니다. 그래서 이 영상이 제 아침 저녁 루틴이 되었어요 ㅎㅎ 근데 무릎을 꿇는 자세는 무릎에 무리가 가는 자세인지 궁금해요!,1년 전
358,  Chloe Son,"안녕하세요~ 한달정도 인스타그램에 공유해주신 11월 데일리 요가스케쥴 보면서 따라했었습니다. 매일 아침에 일어나자마자 하던 중, 갑작스레 어깨에 무리가 오기 시작했어요. 테이블자세 처럼 체중을 어깨로 받치는 동작들이 어깨 부상을 초래해온거 같아요. 계쏙 꾸준히 하고 싶었지만, 한달째 쉬고있습니다. 제 현제 몸무개가 100kg 인데.. 과체중때문에 그럴까요? 체중에 비해 어깨가 많이 약해서 그런게 아닌가 싶은데.. 체중감량을 한 후 다시 도전해야 할련지요. 늘 좋은 영상들 감사합니다. 나마시떼.",10개월 전
359,  yeoni,넘 시원해요!!,8개월 전
360,  Ej Park,"2020.12.14어제 승모근 풀어주는 요가에 이어 다시 초심으로 돌아와 목,어깨!끝나니 한결 어깨가 가볍고 머리의 무게가 괴롭지 않네요.당분간 자주 들릴게요.이 집 잘해요 잘해!!ㅋ감사히 엥나",1년 전
361,  소형,매일아침 하고있어요~감사합니다!!,2년 전
362,  hs H,스트리밍 함께하고 목어깨를 더 훈련시켰습니다ㆍ늘 운동하면서도 지긋이 느껴지는 목통증이 있는데 돈화되는 느낌이 듭니다ㆍ감솨~드립니다ㆍ,2년 전
363,  准妈在韩,좋은 영상 너무 감사합니다 애기 낳고 운동 이라고 아예 끝어서 종일 몸이 찌뿌둥 했는데 몸에 에너지가 다시 흐르는 느낌이드네요,3년 전
364,  쏠쏠이,와. 편안하고 시원해요 ㅠㅠ,1년 전
365,  소라,너무 편안하게 했어요 감사합니다앞으로도 자주 뵈어요 ,2년 전
366,  avocado아보카도,넘 시원해요!!,2년 전
367,  ENG LK,감사합니다목소리도 동작도지친 심신을 안정시켜주셔서매일 하고 싶어지네요지금 일주일째예요,3년 전
368,  담배충ㄲㅈ,목이랑 어깨통증 때문에 타고타고 올라가 두통까지 너무 심해져 평소에도 몹시 예민해진 상태가 계속 지속됬었습니다…너무 스트레스였는데 이거 따라했더니 바로 좋아졌어요ㅠㅠ 귀찮아서 운동이나 스트레칭 거진 안하는데 이젠 해야겠어요 감사합니다,7개월 전
369,  이이수련,며칠전부터 아침저녁으로 따라하고 있습니다.목소리가 좋아서 더 집중이 잘되는것 같아요감사합니다~,1년 전
370,  yeyoung His Glory,"아흐, 뭉쳤던 어깨과 목이 많이 시원해졌슴돠!",1년 전
371,  현주양,목소리가 너무 좋아서 듣게 됐는데...동작도 꼼꼼하니 제대로네요~구독 누르고 매일 운동 같이 하렵니다~,3년 전
372,  난나야,이영상은  제최애템이예요 ㅎㅎ항상자주 하는데 할때마다 시원함이 좋아요,2년 전
373,  득구,목이랑 어깨 시원하게 풀고 갑니다. 나마스떼,2년 전
374,  팥버터,중간에 오른어깨랑 오른 골반이 바닥에 닿는...? 자세 너무 시원해요 요즈음 요가를 게을리 나갔더니 목이랑 어깨가 너무 뭉쳐서 임시방편으로 이 영상 보고 따라했는데 너무 좋아요 ㅠㅠ 요가 다시 열심히 나가야겠고.. 못 가는 날엔 요가소년님 영상 보면서 열심히 수련할게요 구독합니다 ,3년 전
375,  쑤SSU in mel,요즘 안그래도 오른쪽 어깨가 너무 아팠는데 그걸 어떻게 알고 요가 소년님 영상을 추천해주네요!요가는 처음이라 따라하는게 쉽지 않았어요 꼬리뼈를 당기는걸 어떻게 하는지 모르겠고 ㅠㅠ예전에 어깨를 다친적이 있어서 요즘 오른손을 많이 쓰면 목까지 너무 아프더라구요매일 매일 요가 하면 괜찮아 지려나요??,2년 전
376,  달님이,오운완! 시원하고 좋아요. 감사해요,1개월 전
377,  happy S,목 어깨가 아파서 따라하고있는데 정말 효과있네요~~감사합니다^^목소리 너무 편안해요~,2년 전
378,  승후TV,목 스트레칭 요가 영상 몇개 해봤는데 요가소년님 영상이 제일 시원합니다. 설명을 잘해주셔서 더 그런 것 같아요 ㅠ ㅠ,1년 전
379,  sh_0217,"요며칠 미친듯한 피로감, 졸림, 찌뿌둥함, 소화불량으로 불면증에 ㅠㅠ너무힘들었어요. 근데 진짜..요가니드라 아침저녁으로 하고 요가소년님 요가영상 두편으로 제몸이 예전으로 돌아왔습니다...오늘 꿀잠잘듯해요감사합니당",3년 전
380,  시우맘,너무 좋아요 항상 감사합니다,10개월 전
381,  구름구름,아침에 일어나자마자 했더니 개운해집니다 감사합니다,3년 전
382,  한수현,댓글 처음 달아봐요. 주방에서 10년 가까이 일해서 목 어깨가 만신창이 인데 이 영상을 만나고 난 후로는 많이 안좋은 날에 하고 자면 다음날 정말 괜찮아져요.. 정말 신기해요.... 진짜로..와... 꼭 하세요.. 감사합니다,10개월 전
383,  Hanna Kim,오른쪽 어깨가 안쪽으로 말려서 많이 불편했는데 이거 하고 나서 많이 좋아졌어요 ~_~ 시퀀스 속도는 저처럼 느린 사람한텐 좀 빠르게 느껴졌어요!,2년 전
384,  박진영,요가소년 감사드립니다!,3년 전
385,  JUNGLIM KANG,목소리가 정말.. 아이가 2층 침대에서 자는데 저는 옆에서 요가소년님 영상틀고 자기전 스트레칭 해요ㅎ 아이도 금방 잠들고 저도 몸가벼워지는 시간이에요 감사해요,1년 전
386,  Miri Kim,감사합니다. 거북목때문에 매일매일 점심먹고 스트레칭 하구 있엉요!,2년 전
387,  Yuna,오래 앉아 일하다가 등에 담이 와서 병원갔더니 만성 ㅠㅠ 20대인데 부황처음 해봤네요..아침마다 요가하고 일 시작하려고 합니다! 이 루틴말고 다른 루틴도 추천해주실게 있을가요!?ㅎㅎ,1년 전
388,  Eunjeong Lee,바쁘고 두통과 함께 하는 아침.... 좋은 요가 덕에 힘내서 출근했어용,2년 전
389,  지재,진짜 초보인데 너무 좋네요 ㅜㅜ 매일들어올게요~~!,3년 전
390,  슬이,오늘부터 하루에 한번씩 하려구요 좋은 영상 감사합니다^^,1년 전(수정됨)
391,  Humankind,영상 감사합니다. 어깨 충돌증후군을 앓고 있는데 요가가 도움이 된다고 해서 요가소년 영상으로 시작했습니다. 제 증상에 도움이 되는 동작이 있으시면 추천 부탁드립니다. 감사합니다.,1년 전
392,  강바다,요가소년 최고입니다  말씀차분하고 귀에쏘옥들어옵니다~아침마다~척추운동하고있습니다  감사합니다 ~최고!,1년 전
393,  ᄋᄋᄋ,우와 자다가 목이 너무 아프고 결려서 일어나서 했는데 시원해지네여 핸드폰 할 시간에 요가를 해야겠어요 감사합니다,2년 전
394,  윤남현,왼쪽 목이 불편했는데 하고 나니 시원해졌습니다 ㅎ,1년 전
395,  Simon Kim,매번 감사드려요 ^^,2년 전
396,  J Bahk,안녕하세요. 직업으로인해 어깨와 목 문제로 병원도 자주다니고 손목도 안좋은 차에 이 영상을 보게되어 다행입니다. 영상을 따라하면서 궁금한게 1. 간혹 허리를 피려고하면 과하게 뒤로 젖혀지는 느낌이드는데 자세를 어느부분에서 더 신경써야할까요?2. 손목이 좋지않아 땅을 짚는 자세에서 통증이 있는데 어떻게 개선할 수 있을까요?영상 너무 도움되어 꾸준히 하고싶어요 :),3년 전
397,  쏭,매일 하고있는데 침맞는것보다 효과적이에요,1년 전
398,  우리제제,초보자도 잘따라 할수있어 좋으네요^^,3년 전
399,  찹쌀꽈배기,안녕하세요! 저는 오래하는 컴퓨터 작업으로 인해서 손목과 목을 잃었습니당... 영상 최근에 접했는데 하루하루 빼먹지않고 하니깐 점점 통증이 완화되는게 느껴져서 너무 감사하고 있어요ㅠㅠ 이글을 남긴 건 다름이 아니라 테이블 자세할 때 손목이 아픈때 혹시 다른 방법이 있을까요?? 주먹쥐고 세워서 해도 괜찮은 건지 궁금합니당!,1년 전
400,  동글이,목 풀기1일차 12.152일차 12.163일차 12.174일차 12.185일차 12.196일차 12.207일차 12.21,1년 전(수정됨)
401,  진홍,거북목에 날개 쭉지가 힘이 없고 통증이 심했서 잠을 자도 늘 불편했습니다. 처음에는 따라가기 바빴는데...지금은 제법 자세도 잡고 힘을 빼고 근육을 늘려 보기도 합니다. 너무 시원맙니다.  계속 하면 할수록 근력도 생기고요. 명약입니다. 감사합니다.,2년 전
402,  조상원,"운동생활과 다년간의 육체 노동으로 오십견인지 뭔지 모를 어깨, 목 통증으로 팔 올리는 것 조차 고통스런 날을 보냈는데 하루 10분 투자하여 이 동영상 보며 스트레칭 하면 잠이 잘 옵니다. 이 동영상은 제가 살아 있을 때까지 볼 겁니다. 운동하기전 스트레칭으로 운동후 마무리 운동으로 동작하나하나 자면서도 기억할 수 있도록 반복할 거에요. 고맙습니다.요가소년님",2년 전
403,  강대원,감사합니다 덕분에 매일요가 시작하겠습니다 .,3년 전
404,  JLee,이게 최고에요. 너무 감사합니다,1년 전
405,  제이오오엔,선생님 아주 아주 만족했습니다!!,1년 전
406,  백두산 에비앙,감사합니다~목디스크 시술하고 따라했는데 한결 좋습니다!,6개월 전
407,  구뚱,목이 불편해서 이 자세 해봣는데 좀더 나아쟛어여 고맙습니다 나마스떼,2년 전
408,  namuu,설명이 빨라졌다가 느려졌다해서 간혹 말이 안들릴때 있어요 특히 숨을 내쉬는 것과 들이마쉬는 것! 언제나 영상 잘 보고 있습니다.,3년 전
409,  꿈을 꾸고 이루다,종종 찾게 되는 시퀀스에요. 요즘 앉아서 근무하는 시간이 늘어나서 얼마나 도움이 되는지 몰라요. 나마스떼,1년 전
410,  효정,늘 좋습니다 ,5개월 전
411,  포로리,대박 좋다.....싹풀리네요ㅠㅠ,1년 전
412,  꿈꾸는나비,너무 좋아요~~~♡감사해요,2년 전
413,  꾬딩,기분 탓인진 모르겠지만.. 어제 하루 통증완화 요가 해서 그런지 간밤에 똑같은 베개로 잤는데 불편함을 못느끼고 정말 숙면 취했네요 기상할때도 뻐근함을 전혀 못느꼈구요.. 너무 신기해서 오늘 뿐만 아니라 꾸준히 해봐야겠어요^^b,3년 전
414,  이주희,어깨랑 목이 너무 아팠는데 요가소년님 영상보고 진짜 너무 시원해서 매일 해야겠어요 ㅠㅠ감사해요궁금한점이 있는데요 무릎꿇고 두다리사이에 엉덩이 바닥에 닿도록 앉을 때 요가블록 끼워도 너무 아프면 그냥 두다리위에 엉덩이 닿도록 무릎꿇고 앉아도 되나요 ㅠ?,7개월 전
415,  Diana JH M,"안녕하세요. 늘 보면서 조금씩 따라하다가 문득 궁금한게 있어서 처음으로 댓글 남깁니다 :) 두 팔을 등뒤에서 만나게 하는 동작을 할때, 왼팔이 위, 오른 팔이 아래에 있을 떄 그 반대의 경우보다 동작이 잘 안된다는게 느껴지는데 - 이 경우 왼쪽 어깨가 안좋다고 표현(?)하는게 맞는건가요? 요가 동작을 하다가 보면 종종 몸의 균형이 안맞다고 느껴서 궁금증이 생겼어요. 늘 좋은 영상 감사합니다!",3년 전
416,  숭어,아플때마다 하러와요 영상 끝나면 신기하게 몸이 가볍고 통증도 사라져있어요 감사합니다,2년 전
417,  mi ni,아침에 일어나도 목어깨가 너무 아픈 30대 입니다ㅜㅜ 요가는 1년 이상 하고 있는데 허리는 잡았는데 목어깨가 여전히 말썽이예요.. 꾸준히 해보려고요  아까보다 훨씬 나아졌네요 응원해주세요 요가소년님~~,2년 전
418,  호로록,"운동하는 학생인데 어깨,목통증심하고 허리도아프고해서 찾아보다가 들어오게되었습니다 아직은 한번밖에안했지만 영상다운받아서 계속해야겠네요 몸이 많이 굳어있었는지 할때마다 삼각근,옆구리,허리,목통증이 엄청났습니다 시원한느낌도들고요",2년 전
419,  김모송,정말 좋아요!,2년 전
420,  오한순,왼쪽등이 너무아팠는데 한결 가벼워 졌어요~~감사합니다,1년 전
421,  김미선,안녕하세요 ?우연히 어깨가 아파서 찾다가 보게되었어요 저는 왼쪽목을 잘 돌리지도 못할지경인데 시키는대로 호흡과 함께  천천하 하고있긴한데 계속 이영상보고 운동하다보면 좋아지겠죠?매일 꾸준히 보고 따라하겠습니다~,2년 전
422,  J P,요가소년님 안녕하세요! 기초요가 20분으로 알게돼서 두달정도 꾸준히 하는 중인데 요가의매력을 조금씩 알아가고 있어요 ㅎㅎ 동작 할 때 바른자세에 집중하다보면 감정이 가라앉고 현재에 집중하게 된달까요?다들 이런 느낌때문에 요가 수련을 하시는건지 궁금하네요. 요가소년님 덕분에 요가를 정식으로 배워보고싶다는 생각이 듭니다. 좋은 영상 감사합니다!,1년 전(수정됨)
423,  빨간모카포트_,목소리 너무 좋으세요!! 집에 갇혀있어서 동영상보고 하는데 따라하기 너무 좋네용!! 좋은 동영상 감사합니당!!,2년 전
424,  Asianvibes,이거 하니까 두통이 나았어요 전업수험생인데 도움이 되었네요!!!!!!!!,1년 전
425,  장은이,제게 필요한 요가네욧^^  열심 따라 해 봅니다^^,1년 전
426,  Raychael yoon,성우분 따로 계시는 줄.. 실시간 영상 보구 아닌걸 알았답니다 :> 매번 요가 따라하고 있어요 감사합니당,2년 전
427,  이지윤,최근에 자고일어나면 목이 너무 아프고 운동을 해도 목에 무리가 많이 가서 그런지 도움이 많이 되었어용!ㅎㅎ 그런데 하루에 몇번정도 하면 좋을까요???,2년 전
428,  해파리,목이 시원해졌습니다. 감사합니다.,3년 전
429,  맘로드momroad,오늘도 감사합니다 ,2년 전
430,  용꼬리용용,아무리  스트레칭해도 어꺠랑 목이 늘 뻐근했는데 드디어 해결한 기분이에요 :) 궁금한게 있는데 제가 발목 수술했는데 요가 무리 안 가는건가요?,3년 전
431,  피그릿,나마스떼15뷴요가두개연속수련후 인사합니다.️️️️️️,2개월 전
432,  hui kim,"2/19 1일차2/20 2일차2/21 3일차: 작심삼일 극복!2/22 4일차: 영웅자세 처음으로 도전!2/23 5일차 영웅자세로 끝까지 했다!2/26 6일차: 슬럼프가 좀 있었지만 다시 한다!2/27 7일차: 영웅자세 이제 좀 더 편해진듯!2/28 8일차: 영웅자세 하니까 발목이 아파서,,, 아직까지는 시기상조인걸로,,,",9개월 전(수정됨)
433,  e a,목소리가 너무 좋으세요  ! 오늘부터 꼭 따라하고 잘거예요 ㅋㅋ 동작 할 때 호흡을 잊을 때가 있는데 그때마다 선생님이 호흡하라 하셔서 아 내가 호흡을 잊었구나 깨달아요 감사합니다,3년 전
434,  HongYoung Jang,오랜만에 하니 너무 좋네요 ㅎㅎㅎ 언제 목이 아팠는지 기억도 안납니다...,2년 전
435,  은송부부의 웰빙톡톡,오늘이 100일째하루를 시작하며함께 합니다코로나 극복위해파이팅,2년 전
436,  Yina Yun,감사합니다 정신도 집중되어서 좋습니다,1년 전
437,  별찌,반원 그리는거 넘 시원해요^^,2년 전
438,  나연옹Nayeonong,오늘도 감사합니다~~~~,3년 전
439,"  지금,eun",안풀리던승모근 다풀리네요~구독하구갑니당!,2년 전
440,  이동길,요즘 앉은뱅이 생활한다고 목어깨가 많이 아픈데 이 영상을 통해 좀 도움을 받는 것 같습니다,2년 전
441,  까무,"ㅠㅠ사람하나살리셨어요 ㅠㅠㅠㅠ4일차 꼬박꼬박 와서 하는중인데 따라하기전에 목이랑 어깨, 날개뼈 통증이 9였다면 지금은 3인거같아요ㅠㅠ감사합니다",1년 전(수정됨)
442,  김현숙,오늘도 목통중을  그대가 해결해주시네요.  언제나  감사합니다,2년 전
443,  annevancent,오 왜 이 영상의 요가 소년님 목소리가 한결 청순하게 들릴까요? ㅎㅎㅎ 덕분에 무거운 목과 어깨와 자세와 잘 만났습니다. 또 들릴게요. 고맙습니다 나마스떼,7개월 전
444,  Jung-Hoon Han,전문 성우가 더빙한 건가요? 목소리도 너무 좋으시고 딕션이 귀에 정확하게 꽂혀서 너무 좋네요!,2년 전
445,  정재훈,너무 유익해요 좋아요와 구독  알람설정 누르고 갑니다,2년 전
446,  yj,며칠동안 아파서 고생했는데 통증이 훨씬 덜하네요. 언제나 신비한 요가소년님의 기적... 혹시 나중에 기회 되시면 사용하시는 베개 알려주시면 감사하겠습니다.. 무슨 베개를 써도 불편한데 요가소년님은 베개도 알맞은 걸로 쓰실 것 같아요...ㅎㅎ,2년 전
